Source: Wittgenstein Centre for Demography and Global Human Capital (2018). Wittgenstein Centre Data Explorer Version 2.0
Available at: www.wittgensteincentre.org/dataexplorer 

""
"Population Size by Broad Age (000's)"
"De facto population in a country or region, classified by sex and by broad age groups. Available by level of educational attainment, in all scenarios, and at all geographical scales. Figures are presented in thousands. <br><br> Source for 1950 to 2015: <a href=""http://esa.un.org/wpp/documentation/WPP%202010%20publications.htm"">UN Population Division, World Population Prospects 2017</a>"
"Multiple Scenarios"
" "
"Scenario","Area","Year","Age","Sex","Population"
"SSP1","Zimbabwe",2050,"0--14","Female",2113.7
"SSP1","Zimbabwe",2100,"0--14","Female",744
"SSP1","Afghanistan",2015,"15+","Female",9032
"SSP1","Afghanistan",2020,"15+","Female",10817.9
"SSP1","Afghanistan",2030,"15+","Female",14630.6
"SSP1","Afghanistan",2050,"15+","Female",22161.6
"SSP1","Afghanistan",2100,"15+","Female",26440.3
"SSP1","Albania",2015,"15+","Female",1193.9
"SSP1","Albania",2020,"15+","Female",1199.2
"SSP1","Albania",2030,"15+","Female",1164.5
"SSP1","Albania",2050,"15+","Female",998.2
"SSP1","Albania",2100,"15+","Female",396.8
"SSP1","Algeria",2015,"15+","Female",14140
"SSP1","Algeria",2020,"15+","Female",15103
"SSP1","Algeria",2030,"15+","Female",18149.2
"SSP1","Algeria",2050,"15+","Female",21849.2
"SSP1","Algeria",2100,"15+","Female",21316.2
"SSP1","Angola",2015,"15+","Female",7614.2
"SSP1","Angola",2020,"15+","Female",9144.3
"SSP1","Angola",2030,"15+","Female",13125
"SSP1","Angola",2050,"15+","Female",18237.6
"SSP1","Angola",2100,"15+","Female",18377.9
"SSP1","Antigua and Barbuda",2015,"15+","Female",39.8
"SSP1","Antigua and Barbuda",2020,"15+","Female",42
"SSP1","Antigua and Barbuda",2030,"15+","Female",45.6
"SSP1","Antigua and Barbuda",2050,"15+","Female",48.3
"SSP1","Antigua and Barbuda",2100,"15+","Female",37.3
"SSP1","Argentina",2015,"15+","Female",16793.6
"SSP1","Argentina",2020,"15+","Female",17836.8
"SSP1","Argentina",2030,"15+","Female",20004.6
"SSP1","Argentina",2050,"15+","Female",23044
"SSP1","Argentina",2100,"15+","Female",24105.7
"SSP1","Armenia",2015,"15+","Female",1276.6
"SSP1","Armenia",2020,"15+","Female",1260.8
"SSP1","Armenia",2030,"15+","Female",1257.5
"SSP1","Armenia",2050,"15+","Female",1151.2
"SSP1","Armenia",2100,"15+","Female",718.1
"SSP1","Aruba",2015,"15+","Female",45.2
"SSP1","Aruba",2020,"15+","Female",46.9
"SSP1","Aruba",2030,"15+","Female",49.4
"SSP1","Aruba",2050,"15+","Female",50.6
"SSP1","Aruba",2100,"15+","Female",48.4
"SSP1","Australia",2015,"15+","Female",9757.3
"SSP1","Australia",2020,"15+","Female",10304.8
"SSP1","Australia",2030,"15+","Female",11599.4
"SSP1","Australia",2050,"15+","Female",13705.9
"SSP1","Australia",2100,"15+","Female",16279.2
"SSP1","Austria",2015,"15+","Female",3833.7
"SSP1","Austria",2020,"15+","Female",3878.1
"SSP1","Austria",2030,"15+","Female",4007.3
"SSP1","Austria",2050,"15+","Female",4177.7
"SSP1","Austria",2100,"15+","Female",4059.2
"SSP1","Azerbaijan",2015,"15+","Female",3808.8
"SSP1","Azerbaijan",2020,"15+","Female",3947.7
"SSP1","Azerbaijan",2030,"15+","Female",4319.8
"SSP1","Azerbaijan",2050,"15+","Female",4548.6
"SSP1","Azerbaijan",2100,"15+","Female",3578.3
"SSP1","Bahamas",2015,"15+","Female",158.4
"SSP1","Bahamas",2020,"15+","Female",167.7
"SSP1","Bahamas",2030,"15+","Female",188.4
"SSP1","Bahamas",2050,"15+","Female",218.8
"SSP1","Bahamas",2100,"15+","Female",236.4
"SSP1","Bahrain",2015,"15+","Female",386
"SSP1","Bahrain",2020,"15+","Female",429.9
"SSP1","Bahrain",2030,"15+","Female",534.1
"SSP1","Bahrain",2050,"15+","Female",684.8
"SSP1","Bahrain",2100,"15+","Female",787.7
"SSP1","Bangladesh",2015,"15+","Female",56642.8
"SSP1","Bangladesh",2020,"15+","Female",62538.3
"SSP1","Bangladesh",2030,"15+","Female",72530.1
"SSP1","Bangladesh",2050,"15+","Female",83222.7
"SSP1","Bangladesh",2100,"15+","Female",67936.2
"SSP1","Barbados",2015,"15+","Female",121.2
"SSP1","Barbados",2020,"15+","Female",121.2
"SSP1","Barbados",2030,"15+","Female",121.9
"SSP1","Barbados",2050,"15+","Female",113.7
"SSP1","Barbados",2100,"15+","Female",80.6
"SSP1","Belarus",2015,"15+","Female",4329.1
"SSP1","Belarus",2020,"15+","Female",4254.3
"SSP1","Belarus",2030,"15+","Female",4263.2
"SSP1","Belarus",2050,"15+","Female",4078.6
"SSP1","Belarus",2100,"15+","Female",3441.4
"SSP1","Belgium",2015,"15+","Female",4800.8
"SSP1","Belgium",2020,"15+","Female",4881.5
"SSP1","Belgium",2030,"15+","Female",5126.1
"SSP1","Belgium",2050,"15+","Female",5438.4
"SSP1","Belgium",2100,"15+","Female",5497.7
"SSP1","Belize",2015,"15+","Female",122.6
"SSP1","Belize",2020,"15+","Female",137.8
"SSP1","Belize",2030,"15+","Female",166.2
"SSP1","Belize",2050,"15+","Female",204.5
"SSP1","Belize",2100,"15+","Female",197.3
"SSP1","Benin",2015,"15+","Female",3063.8
"SSP1","Benin",2020,"15+","Female",3566.1
"SSP1","Benin",2030,"15+","Female",4799.9
"SSP1","Benin",2050,"15+","Female",6506.6
"SSP1","Benin",2100,"15+","Female",6735.8
"SSP1","Bhutan",2015,"15+","Female",262.7
"SSP1","Bhutan",2020,"15+","Female",287.5
"SSP1","Bhutan",2030,"15+","Female",333.1
"SSP1","Bhutan",2050,"15+","Female",383.7
"SSP1","Bhutan",2100,"15+","Female",339.4
"SSP1","Bolivia (Plurinational State of)",2015,"15+","Female",3645.3
"SSP1","Bolivia (Plurinational State of)",2020,"15+","Female",4032.5
"SSP1","Bolivia (Plurinational State of)",2030,"15+","Female",4771.3
"SSP1","Bolivia (Plurinational State of)",2050,"15+","Female",5647.1
"SSP1","Bolivia (Plurinational State of)",2100,"15+","Female",4869.1
"SSP1","Bosnia and Herzegovina",2015,"15+","Female",1552.4
"SSP1","Bosnia and Herzegovina",2020,"15+","Female",1486.3
"SSP1","Bosnia and Herzegovina",2030,"15+","Female",1348.5
"SSP1","Bosnia and Herzegovina",2050,"15+","Female",1024.5
"SSP1","Bosnia and Herzegovina",2100,"15+","Female",291.8
"SSP1","Botswana",2015,"15+","Female",769.4
"SSP1","Botswana",2020,"15+","Female",852
"SSP1","Botswana",2030,"15+","Female",1032.9
"SSP1","Botswana",2050,"15+","Female",1269.7
"SSP1","Botswana",2100,"15+","Female",1158.4
"SSP1","Brazil",2015,"15+","Female",81971.1
"SSP1","Brazil",2020,"15+","Female",87306.8
"SSP1","Brazil",2030,"15+","Female",95795.9
"SSP1","Brazil",2050,"15+","Female",102941.2
"SSP1","Brazil",2100,"15+","Female",81124.9
"SSP1","Brunei Darussalam",2015,"15+","Female",154.4
"SSP1","Brunei Darussalam",2020,"15+","Female",169.3
"SSP1","Brunei Darussalam",2030,"15+","Female",196.7
"SSP1","Brunei Darussalam",2050,"15+","Female",234.5
"SSP1","Brunei Darussalam",2100,"15+","Female",238.1
"SSP1","Bulgaria",2015,"15+","Female",3199.3
"SSP1","Bulgaria",2020,"15+","Female",3056.5
"SSP1","Bulgaria",2030,"15+","Female",2843.5
"SSP1","Bulgaria",2050,"15+","Female",2339.5
"SSP1","Bulgaria",2100,"15+","Female",1269
"SSP1","Burkina Faso",2015,"15+","Female",5039.6
"SSP1","Burkina Faso",2020,"15+","Female",5903.7
"SSP1","Burkina Faso",2030,"15+","Female",8095.8
"SSP1","Burkina Faso",2050,"15+","Female",11047.2
"SSP1","Burkina Faso",2100,"15+","Female",12100.3
"SSP1","Burundi",2015,"15+","Female",2901
"SSP1","Burundi",2020,"15+","Female",3322.4
"SSP1","Burundi",2030,"15+","Female",4511
"SSP1","Burundi",2050,"15+","Female",5775.5
"SSP1","Burundi",2100,"15+","Female",4598.2
"SSP1","Cambodia",2015,"15+","Female",5542.5
"SSP1","Cambodia",2020,"15+","Female",6066.3
"SSP1","Cambodia",2030,"15+","Female",7224
"SSP1","Cambodia",2050,"15+","Female",8665.8
"SSP1","Cambodia",2100,"15+","Female",8156.7
"SSP1","Cameroon",2015,"15+","Female",6540.8
"SSP1","Cameroon",2020,"15+","Female",7568.7
"SSP1","Cameroon",2030,"15+","Female",10139.1
"SSP1","Cameroon",2050,"15+","Female",13376.4
"SSP1","Cameroon",2100,"15+","Female",13061.7
"SSP1","Canada",2015,"15+","Female",15319
"SSP1","Canada",2020,"15+","Female",15877.4
"SSP1","Canada",2030,"15+","Female",17202
"SSP1","Canada",2050,"15+","Female",19161.9
"SSP1","Canada",2100,"15+","Female",21200.9
"SSP1","Cape Verde",2015,"15+","Female",185.2
"SSP1","Cape Verde",2020,"15+","Female",200.5
"SSP1","Cape Verde",2030,"15+","Female",228.6
"SSP1","Cape Verde",2050,"15+","Female",253.6
"SSP1","Cape Verde",2100,"15+","Female",179.8
"SSP1","Central African Republic",2015,"15+","Female",1306.2
"SSP1","Central African Republic",2020,"15+","Female",1496
"SSP1","Central African Republic",2030,"15+","Female",1920.2
"SSP1","Central African Republic",2050,"15+","Female",2277.2
"SSP1","Central African Republic",2100,"15+","Female",1668.2
"SSP1","Chad",2015,"15+","Female",3692.4
"SSP1","Chad",2020,"15+","Female",4409
"SSP1","Chad",2030,"15+","Female",6203.5
"SSP1","Chad",2050,"15+","Female",8762.3
"SSP1","Chad",2100,"15+","Female",9458.9
"SSP1","Channel Islands",2015,"15+","Female",70.8
"SSP1","Channel Islands",2020,"15+","Female",72.8
"SSP1","Channel Islands",2030,"15+","Female",77.1
"SSP1","Channel Islands",2050,"15+","Female",83.6
"SSP1","Channel Islands",2100,"15+","Female",92.8
"SSP1","Chile",2015,"15+","Female",7148.8
"SSP1","Chile",2020,"15+","Female",7505.3
"SSP1","Chile",2030,"15+","Female",8141.4
"SSP1","Chile",2050,"15+","Female",8763.3
"SSP1","Chile",2100,"15+","Female",7617.5
"SSP1","China",2015,"15+","Female",562883.7
"SSP1","China",2020,"15+","Female",576360.4
"SSP1","China",2030,"15+","Female",602896.8
"SSP1","China",2050,"15+","Female",578440.9
"SSP1","China",2100,"15+","Female",367165.5
"SSP1","Colombia",2015,"15+","Female",18752.9
"SSP1","Colombia",2020,"15+","Female",20060.9
"SSP1","Colombia",2030,"15+","Female",22213.1
"SSP1","Colombia",2050,"15+","Female",24239.2
"SSP1","Colombia",2100,"15+","Female",19546.7
"SSP1","Comoros",2015,"15+","Female",232.1
"SSP1","Comoros",2020,"15+","Female",265.7
"SSP1","Comoros",2030,"15+","Female",346
"SSP1","Comoros",2050,"15+","Female",452.9
"SSP1","Comoros",2100,"15+","Female",432.9
"SSP1","Congo",2015,"15+","Female",1443.8
"SSP1","Congo",2020,"15+","Female",1681.4
"SSP1","Congo",2030,"15+","Female",2297.5
"SSP1","Congo",2050,"15+","Female",3115.7
"SSP1","Congo",2100,"15+","Female",3247.4
"SSP1","Costa Rica",2015,"15+","Female",1878.2
"SSP1","Costa Rica",2020,"15+","Female",2016.8
"SSP1","Costa Rica",2030,"15+","Female",2276.9
"SSP1","Costa Rica",2050,"15+","Female",2570.3
"SSP1","Costa Rica",2100,"15+","Female",2335.3
"SSP1","Cote d'Ivoire",2015,"15+","Female",6461.1
"SSP1","Cote d'Ivoire",2020,"15+","Female",7522.8
"SSP1","Cote d'Ivoire",2030,"15+","Female",10094.8
"SSP1","Cote d'Ivoire",2050,"15+","Female",13049.4
"SSP1","Cote d'Ivoire",2100,"15+","Female",13125.9
"SSP1","Croatia",2015,"15+","Female",1889.7
"SSP1","Croatia",2020,"15+","Female",1845.2
"SSP1","Croatia",2030,"15+","Female",1787.6
"SSP1","Croatia",2050,"15+","Female",1637.7
"SSP1","Croatia",2100,"15+","Female",1252.5
"SSP1","Cuba",2015,"15+","Female",4820.7
"SSP1","Cuba",2020,"15+","Female",4848.6
"SSP1","Cuba",2030,"15+","Female",4850.9
"SSP1","Cuba",2050,"15+","Female",4412.4
"SSP1","Cuba",2100,"15+","Female",2227.6
"SSP1","Curaçao",2015,"15+","Female",71.2
"SSP1","Curaçao",2020,"15+","Female",72.3
"SSP1","Curaçao",2030,"15+","Female",73.8
"SSP1","Curaçao",2050,"15+","Female",71.4
"SSP1","Curaçao",2100,"15+","Female",62.3
"SSP1","Cyprus",2015,"15+","Female",484.6
"SSP1","Cyprus",2020,"15+","Female",503.6
"SSP1","Cyprus",2030,"15+","Female",544.3
"SSP1","Cyprus",2050,"15+","Female",610.5
"SSP1","Cyprus",2100,"15+","Female",620.2
"SSP1","Czech Republic",2015,"15+","Female",4611.7
"SSP1","Czech Republic",2020,"15+","Female",4586.9
"SSP1","Czech Republic",2030,"15+","Female",4644.1
"SSP1","Czech Republic",2050,"15+","Female",4420.3
"SSP1","Czech Republic",2100,"15+","Female",3458.4
"SSP1","Democratic People's Republic of Korea",2015,"15+","Female",10292.1
"SSP1","Democratic People's Republic of Korea",2020,"15+","Female",10694.6
"SSP1","Democratic People's Republic of Korea",2030,"15+","Female",11259.3
"SSP1","Democratic People's Republic of Korea",2050,"15+","Female",11438.4
"SSP1","Democratic People's Republic of Korea",2100,"15+","Female",8411.6
"SSP1","Democratic Republic of the Congo",2015,"15+","Female",20686.4
"SSP1","Democratic Republic of the Congo",2020,"15+","Female",24499.5
"SSP1","Democratic Republic of the Congo",2030,"15+","Female",34672.9
"SSP1","Democratic Republic of the Congo",2050,"15+","Female",50845.1
"SSP1","Democratic Republic of the Congo",2100,"15+","Female",58467.6
"SSP1","Denmark",2015,"15+","Female",2393.1
"SSP1","Denmark",2020,"15+","Female",2443.2
"SSP1","Denmark",2030,"15+","Female",2536.4
"SSP1","Denmark",2050,"15+","Female",2651.4
"SSP1","Denmark",2100,"15+","Female",2720.8
"SSP1","Djibouti",2015,"15+","Female",315.3
"SSP1","Djibouti",2020,"15+","Female",358.5
"SSP1","Djibouti",2030,"15+","Female",441.7
"SSP1","Djibouti",2050,"15+","Female",552
"SSP1","Djibouti",2100,"15+","Female",545.3
"SSP1","Dominican Republic",2015,"15+","Female",3734.2
"SSP1","Dominican Republic",2020,"15+","Female",4066.2
"SSP1","Dominican Republic",2030,"15+","Female",4699.9
"SSP1","Dominican Republic",2050,"15+","Female",5481.4
"SSP1","Dominican Republic",2100,"15+","Female",5081.8
"SSP1","Ecuador",2015,"15+","Female",5781.6
"SSP1","Ecuador",2020,"15+","Female",6341.7
"SSP1","Ecuador",2030,"15+","Female",7485.1
"SSP1","Ecuador",2050,"15+","Female",9056.7
"SSP1","Ecuador",2100,"15+","Female",9407.6
"SSP1","Egypt",2015,"15+","Female",31306.2
"SSP1","Egypt",2020,"15+","Female",34375.1
"SSP1","Egypt",2030,"15+","Female",42393.5
"SSP1","Egypt",2050,"15+","Female",55282
"SSP1","Egypt",2100,"15+","Female",64643.9
"SSP1","El Salvador",2015,"15+","Female",2468.9
"SSP1","El Salvador",2020,"15+","Female",2605
"SSP1","El Salvador",2030,"15+","Female",2805.9
"SSP1","El Salvador",2050,"15+","Female",2892
"SSP1","El Salvador",2100,"15+","Female",1825.4
"SSP1","Equatorial Guinea",2015,"15+","Female",310.1
"SSP1","Equatorial Guinea",2020,"15+","Female",356.7
"SSP1","Equatorial Guinea",2030,"15+","Female",484.3
"SSP1","Equatorial Guinea",2050,"15+","Female",660.3
"SSP1","Equatorial Guinea",2100,"15+","Female",704.6
"SSP1","Eritrea",2015,"15+","Female",1414.3
"SSP1","Eritrea",2020,"15+","Female",1633.7
"SSP1","Eritrea",2030,"15+","Female",2166.4
"SSP1","Eritrea",2050,"15+","Female",2766.3
"SSP1","Eritrea",2100,"15+","Female",2535.9
"SSP1","Estonia",2015,"15+","Female",597
"SSP1","Estonia",2020,"15+","Female",588.4
"SSP1","Estonia",2030,"15+","Female",586
"SSP1","Estonia",2050,"15+","Female",556.3
"SSP1","Estonia",2100,"15+","Female",469.4
"SSP1","Ethiopia",2015,"15+","Female",29473
"SSP1","Ethiopia",2020,"15+","Female",34847.3
"SSP1","Ethiopia",2030,"15+","Female",46268.8
"SSP1","Ethiopia",2050,"15+","Female",58283.2
"SSP1","Ethiopia",2100,"15+","Female",42791.4
"SSP1","Fiji",2015,"15+","Female",314.3
"SSP1","Fiji",2020,"15+","Female",328.3
"SSP1","Fiji",2030,"15+","Female",357.5
"SSP1","Fiji",2050,"15+","Female",365.7
"SSP1","Fiji",2100,"15+","Female",241.1
"SSP1","Finland",2015,"15+","Female",2345
"SSP1","Finland",2020,"15+","Female",2357.8
"SSP1","Finland",2030,"15+","Female",2410.8
"SSP1","Finland",2050,"15+","Female",2405.5
"SSP1","Finland",2100,"15+","Female",2245.7
"SSP1","France",2015,"15+","Female",27040.7
"SSP1","France",2020,"15+","Female",27755.9
"SSP1","France",2030,"15+","Female",29413.1
"SSP1","France",2050,"15+","Female",31458.2
"SSP1","France",2100,"15+","Female",32462.3
"SSP1","French Guiana",2015,"15+","Female",89.8
"SSP1","French Guiana",2020,"15+","Female",105
"SSP1","French Guiana",2030,"15+","Female",139.4
"SSP1","French Guiana",2050,"15+","Female",191.1
"SSP1","French Guiana",2100,"15+","Female",250
"SSP1","French Polynesia",2015,"15+","Female",103.6
"SSP1","French Polynesia",2020,"15+","Female",111.8
"SSP1","French Polynesia",2030,"15+","Female",126
"SSP1","French Polynesia",2050,"15+","Female",146.5
"SSP1","French Polynesia",2100,"15+","Female",151.8
"SSP1","Gabon",2015,"15+","Female",596.3
"SSP1","Gabon",2020,"15+","Female",674.1
"SSP1","Gabon",2030,"15+","Female",876
"SSP1","Gabon",2050,"15+","Female",1145.5
"SSP1","Gabon",2100,"15+","Female",1173.8
"SSP1","Gambia",2015,"15+","Female",551.2
"SSP1","Gambia",2020,"15+","Female",653.5
"SSP1","Gambia",2030,"15+","Female",913.7
"SSP1","Gambia",2050,"15+","Female",1239.2
"SSP1","Gambia",2100,"15+","Female",1268.3
"SSP1","Georgia",2015,"15+","Female",1714.5
"SSP1","Georgia",2020,"15+","Female",1622.7
"SSP1","Georgia",2030,"15+","Female",1517.7
"SSP1","Georgia",2050,"15+","Female",1227
"SSP1","Georgia",2100,"15+","Female",614.1
"SSP1","Germany",2015,"15+","Female",36304.2
"SSP1","Germany",2020,"15+","Female",36162.3
"SSP1","Germany",2030,"15+","Female",36141.9
"SSP1","Germany",2050,"15+","Female",35981.2
"SSP1","Germany",2100,"15+","Female",33047.3
"SSP1","Ghana",2015,"15+","Female",8622.3
"SSP1","Ghana",2020,"15+","Female",9737.9
"SSP1","Ghana",2030,"15+","Female",12483.1
"SSP1","Ghana",2050,"15+","Female",16200.1
"SSP1","Ghana",2100,"15+","Female",17545.4
"SSP1","Greece",2015,"15+","Female",4901.8
"SSP1","Greece",2020,"15+","Female",4919.4
"SSP1","Greece",2030,"15+","Female",4980.5
"SSP1","Greece",2050,"15+","Female",4911.2
"SSP1","Greece",2100,"15+","Female",4178.5
"SSP1","Grenada",2015,"15+","Female",39.5
"SSP1","Grenada",2020,"15+","Female",39.1
"SSP1","Grenada",2030,"15+","Female",39
"SSP1","Grenada",2050,"15+","Female",35
"SSP1","Grenada",2100,"15+","Female",14.5
"SSP1","Guadeloupe",2015,"15+","Female",198.5
"SSP1","Guadeloupe",2020,"15+","Female",203.2
"SSP1","Guadeloupe",2030,"15+","Female",206.8
"SSP1","Guadeloupe",2050,"15+","Female",201.8
"SSP1","Guadeloupe",2100,"15+","Female",162.8
"SSP1","Guam",2015,"15+","Female",59.8
"SSP1","Guam",2020,"15+","Female",63.7
"SSP1","Guam",2030,"15+","Female",70.2
"SSP1","Guam",2050,"15+","Female",76.6
"SSP1","Guam",2100,"15+","Female",67.8
"SSP1","Guatemala",2015,"15+","Female",5376.2
"SSP1","Guatemala",2020,"15+","Female",6120.4
"SSP1","Guatemala",2030,"15+","Female",7530
"SSP1","Guatemala",2050,"15+","Female",9211.2
"SSP1","Guatemala",2100,"15+","Female",8015.2
"SSP1","Guinea",2015,"15+","Female",3470
"SSP1","Guinea",2020,"15+","Female",4003.5
"SSP1","Guinea",2030,"15+","Female",5305.6
"SSP1","Guinea",2050,"15+","Female",6823.7
"SSP1","Guinea",2100,"15+","Female",6320.6
"SSP1","Guinea-Bissau",2015,"15+","Female",531.8
"SSP1","Guinea-Bissau",2020,"15+","Female",598
"SSP1","Guinea-Bissau",2030,"15+","Female",766.4
"SSP1","Guinea-Bissau",2050,"15+","Female",937
"SSP1","Guinea-Bissau",2100,"15+","Female",706.2
"SSP1","Guyana",2015,"15+","Female",269.8
"SSP1","Guyana",2020,"15+","Female",272.4
"SSP1","Guyana",2030,"15+","Female",267.5
"SSP1","Guyana",2050,"15+","Female",229
"SSP1","Guyana",2100,"15+","Female",84.9
"SSP1","Haiti",2015,"15+","Female",3636.1
"SSP1","Haiti",2020,"15+","Female",3997.3
"SSP1","Haiti",2030,"15+","Female",4700.9
"SSP1","Haiti",2050,"15+","Female",5177.3
"SSP1","Haiti",2100,"15+","Female",3410.2
"SSP1","Honduras",2015,"15+","Female",3043.4
"SSP1","Honduras",2020,"15+","Female",3441.1
"SSP1","Honduras",2030,"15+","Female",4157.9
"SSP1","Honduras",2050,"15+","Female",4995.8
"SSP1","Honduras",2100,"15+","Female",4309
"SSP1","Hong Kong Special Administrative Region of China",2015,"15+","Female",3504.1
"SSP1","Hong Kong Special Administrative Region of China",2020,"15+","Female",3605.3
"SSP1","Hong Kong Special Administrative Region of China",2030,"15+","Female",3836.2
"SSP1","Hong Kong Special Administrative Region of China",2050,"15+","Female",4261.5
"SSP1","Hong Kong Special Administrative Region of China",2100,"15+","Female",4250.3
"SSP1","Hungary",2015,"15+","Female",4445.6
"SSP1","Hungary",2020,"15+","Female",4380
"SSP1","Hungary",2030,"15+","Female",4276
"SSP1","Hungary",2050,"15+","Female",3900.5
"SSP1","Hungary",2100,"15+","Female",2847.4
"SSP1","Iceland",2015,"15+","Female",131.7
"SSP1","Iceland",2020,"15+","Female",137.2
"SSP1","Iceland",2030,"15+","Female",149.7
"SSP1","Iceland",2050,"15+","Female",164
"SSP1","Iceland",2100,"15+","Female",157.7
"SSP1","India",2015,"15+","Female",453136.2
"SSP1","India",2020,"15+","Female",493725.3
"SSP1","India",2030,"15+","Female",566464.6
"SSP1","India",2050,"15+","Female",648328.6
"SSP1","India",2100,"15+","Female",597752
"SSP1","Indonesia",2015,"15+","Female",93039.1
"SSP1","Indonesia",2020,"15+","Female",100484.8
"SSP1","Indonesia",2030,"15+","Female",115088.2
"SSP1","Indonesia",2050,"15+","Female",130551.4
"SSP1","Indonesia",2100,"15+","Female",115046.3
"SSP1","Iran (Islamic Republic of)",2015,"15+","Female",30241.6
"SSP1","Iran (Islamic Republic of)",2020,"15+","Female",32151.9
"SSP1","Iran (Islamic Republic of)",2030,"15+","Female",37149.2
"SSP1","Iran (Islamic Republic of)",2050,"15+","Female",42313.3
"SSP1","Iran (Islamic Republic of)",2100,"15+","Female",35839.6
"SSP1","Iraq",2015,"15+","Female",10709.7
"SSP1","Iraq",2020,"15+","Female",12386.3
"SSP1","Iraq",2030,"15+","Female",16610.2
"SSP1","Iraq",2050,"15+","Female",23027.3
"SSP1","Iraq",2100,"15+","Female",27762.5
"SSP1","Ireland",2015,"15+","Female",1871.4
"SSP1","Ireland",2020,"15+","Female",1956.5
"SSP1","Ireland",2030,"15+","Female",2167.2
"SSP1","Ireland",2050,"15+","Female",2347
"SSP1","Ireland",2100,"15+","Female",2245.4
"SSP1","Israel",2015,"15+","Female",2971.5
"SSP1","Israel",2020,"15+","Female",3258.9
"SSP1","Israel",2030,"15+","Female",3959.2
"SSP1","Israel",2050,"15+","Female",5220.8
"SSP1","Israel",2100,"15+","Female",7550
"SSP1","Italy",2015,"15+","Female",26574.9
"SSP1","Italy",2020,"15+","Female",26494.4
"SSP1","Italy",2030,"15+","Female",26441.4
"SSP1","Italy",2050,"15+","Female",25351.1
"SSP1","Italy",2100,"15+","Female",20615.7
"SSP1","Jamaica",2015,"15+","Female",1113.3
"SSP1","Jamaica",2020,"15+","Female",1143.4
"SSP1","Jamaica",2030,"15+","Female",1163.8
"SSP1","Jamaica",2050,"15+","Female",1124.6
"SSP1","Jamaica",2100,"15+","Female",549.8
"SSP1","Japan",2015,"15+","Female",57353.8
"SSP1","Japan",2020,"15+","Female",57015.4
"SSP1","Japan",2030,"15+","Female",56079.4
"SSP1","Japan",2050,"15+","Female",50591
"SSP1","Japan",2100,"15+","Female",34677.3
"SSP1","Jordan",2015,"15+","Female",2892.4
"SSP1","Jordan",2020,"15+","Female",3403.1
"SSP1","Jordan",2030,"15+","Female",4565.9
"SSP1","Jordan",2050,"15+","Female",6419
"SSP1","Jordan",2100,"15+","Female",8105.4
"SSP1","Kazakhstan",2015,"15+","Female",6842.6
"SSP1","Kazakhstan",2020,"15+","Female",6933.6
"SSP1","Kazakhstan",2030,"15+","Female",7722.4
"SSP1","Kazakhstan",2050,"15+","Female",8173.8
"SSP1","Kazakhstan",2100,"15+","Female",6728.4
"SSP1","Kenya",2015,"15+","Female",14077.8
"SSP1","Kenya",2020,"15+","Female",16571.7
"SSP1","Kenya",2030,"15+","Female",22185.3
"SSP1","Kenya",2050,"15+","Female",30825.7
"SSP1","Kenya",2100,"15+","Female",33331.8
"SSP1","Kiribati",2015,"15+","Female",37.8
"SSP1","Kiribati",2020,"15+","Female",40.8
"SSP1","Kiribati",2030,"15+","Female",49.5
"SSP1","Kiribati",2050,"15+","Female",59.9
"SSP1","Kiribati",2100,"15+","Female",50.9
"SSP1","Kuwait",2015,"15+","Female",1278.4
"SSP1","Kuwait",2020,"15+","Female",1408.3
"SSP1","Kuwait",2030,"15+","Female",1726.7
"SSP1","Kuwait",2050,"15+","Female",2132.1
"SSP1","Kuwait",2100,"15+","Female",2181.9
"SSP1","Kyrgyzstan",2015,"15+","Female",2065.8
"SSP1","Kyrgyzstan",2020,"15+","Female",2198.1
"SSP1","Kyrgyzstan",2030,"15+","Female",2628.9
"SSP1","Kyrgyzstan",2050,"15+","Female",3142.8
"SSP1","Kyrgyzstan",2100,"15+","Female",2921.9
"SSP1","Lao People's Democratic Republic",2015,"15+","Female",2241.4
"SSP1","Lao People's Democratic Republic",2020,"15+","Female",2477
"SSP1","Lao People's Democratic Republic",2030,"15+","Female",2956.1
"SSP1","Lao People's Democratic Republic",2050,"15+","Female",3409
"SSP1","Lao People's Democratic Republic",2100,"15+","Female",2596.7
"SSP1","Latvia",2015,"15+","Female",931.1
"SSP1","Latvia",2020,"15+","Female",897.4
"SSP1","Latvia",2030,"15+","Female",857.8
"SSP1","Latvia",2050,"15+","Female",777.5
"SSP1","Latvia",2100,"15+","Female",644.5
"SSP1","Lebanon",2015,"15+","Female",2208.3
"SSP1","Lebanon",2020,"15+","Female",2456.5
"SSP1","Lebanon",2030,"15+","Female",2878.6
"SSP1","Lebanon",2050,"15+","Female",3525.7
"SSP1","Lebanon",2100,"15+","Female",3570.6
"SSP1","Lesotho",2015,"15+","Female",734.5
"SSP1","Lesotho",2020,"15+","Female",784.2
"SSP1","Lesotho",2030,"15+","Female",891.9
"SSP1","Lesotho",2050,"15+","Female",984.2
"SSP1","Lesotho",2100,"15+","Female",677.9
"SSP1","Liberia",2015,"15+","Female",1297.6
"SSP1","Liberia",2020,"15+","Female",1513.4
"SSP1","Liberia",2030,"15+","Female",2011.1
"SSP1","Liberia",2050,"15+","Female",2668.2
"SSP1","Liberia",2100,"15+","Female",2660.7
"SSP1","Libyan Arab Jamahiriya",2015,"15+","Female",2217.8
